season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,days_since_2011
SUMMER,2011,MAR,NO HOLIDAY,WED,WORKING DAY,MISTY,6.1,64.6667,11.583495999999998,1536,88
SUMMER,2011,MAR,NO HOLIDAY,THU,WORKING DAY,RAIN/SNOW/STORM,4.611651,91.8333,14.582282000000001,1685,89
SUMMER,2011,APR,NO HOLIDAY,FRI,WORKING DAY,MISTY,6.1,68.625,17.333436,2227,90
SUMMER,2011,APR,NO HOLIDAY,SAT,NO WORKING DAY,MISTY,6.805,65.375,13.208782,2252,91
SUMMER,2011,APR,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,9.781651,48,12.208271000000002,3249,92
SUMMER,2011,APR,NO HOLIDAY,MON,WORKING DAY,GOOD,18.946651,42.625,25.833257,3115,93
SUMMER,2011,APR,NO HOLIDAY,TUE,WORKING DAY,MISTY,11.465848999999999,64.2083,26.000488999999998,1795,94
SUMMER,2011,APR,NO HOLIDAY,WED,WORKING DAY,GOOD,10.369150999999999,47.0833,17.625221,2808,95
SUMMER,2011,APR,NO HOLIDAY,THU,WORKING DAY,GOOD,12.5625,60.291700000000006,10.874904,3141,96
SUMMER,2011,APR,NO HOLIDAY,FRI,WORKING DAY,MISTY,7.784151,83.625,15.208464,1471,97
SUMMER,2011,APR,NO HOLIDAY,SAT,NO WORKING DAY,MISTY,8.0975,87.75,8.916561,2455,98
SUMMER,2011,APR,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,12.053349,85.75,9.833389,2895,99
SUMMER,2011,APR,NO HOLIDAY,MON,WORKING DAY,MISTY,19.995644,71.6956,21.739758,3348,100
SUMMER,2011,APR,NO HOLIDAY,TUE,WORKING DAY,MISTY,15.617499999999996,73.9167,18.416892999999998,2034,101
SUMMER,2011,APR,NO HOLIDAY,WED,WORKING DAY,MISTY,11.3875,81.91669999999999,16.791338999999997,2162,102
SUMMER,2011,APR,NO HOLIDAY,THU,WORKING DAY,GOOD,13.9725,54.041700000000006,7.4169,3267,103
SUMMER,2011,APR,HOLIDAY,FRI,NO WORKING DAY,GOOD,12.993348999999998,67.125,15.167124999999999,3126,104
SUMMER,2011,APR,NO HOLIDAY,SAT,NO WORKING DAY,RAIN/SNOW/STORM,12.249151000000001,88.83330000000001,22.834136,795,105
SUMMER,2011,APR,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,13.463349000000001,47.9583,20.334232,3744,106
SUMMER,2011,APR,NO HOLIDAY,MON,WORKING DAY,GOOD,16.0875,54.25,10.958988999999999,3429,107
SUMMER,2011,APR,NO HOLIDAY,TUE,WORKING DAY,MISTY,15.774151,66.5833,10.584057,3204,108
SUMMER,2011,APR,NO HOLIDAY,WED,WORKING DAY,GOOD,19.965,61.4167,16.208975,3944,109
SUMMER,2011,APR,NO HOLIDAY,THU,WORKING DAY,GOOD,13.580849,40.708299999999994,21.792286,4189,110
SUMMER,2011,APR,NO HOLIDAY,FRI,WORKING DAY,MISTY,7.823349,72.9583,14.707906999999999,1683,111
SUMMER,2011,APR,NO HOLIDAY,SAT,NO WORKING DAY,MISTY,13.620000000000001,88.79169999999999,15.458575000000002,4036,112
SUMMER,2011,APR,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,19.338349,81.08330000000001,12.875725000000001,4191,113
SUMMER,2011,APR,NO HOLIDAY,MON,WORKING DAY,GOOD,20.513348999999998,77.6667,12.417311,4073,114
SUMMER,2011,APR,NO HOLIDAY,TUE,WORKING DAY,GOOD,21.688349,72.9167,21.875500000000002,4400,115
SUMMER,2011,APR,NO HOLIDAY,WED,WORKING DAY,MISTY,21.14,83.54169999999999,20.917399999999997,3872,116
SUMMER,2011,APR,NO HOLIDAY,THU,WORKING DAY,MISTY,21.0225,70.08330000000001,21.500836000000003,4058,117
SUMMER,2011,APR,NO HOLIDAY,FRI,WORKING DAY,GOOD,15.969999999999999,45.7083,16.084221,4595,118
SUMMER,2011,APR,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,14.2075,50.3333,15.750025,5312,119
SUMMER,2011,MAY,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,13.228348999999998,76.2083,7.125718,3351,120
SUMMER,2011,MAY,NO HOLIDAY,MON,WORKING DAY,MISTY,17.810848999999997,73,12.291418,4401,121
SUMMER,2011,MAY,NO HOLIDAY,TUE,WORKING DAY,MISTY,20.983348999999997,69.7083,22.958689,4451,122
SUMMER,2011,MAY,NO HOLIDAY,WED,WORKING DAY,MISTY,11.465848999999999,73.70830000000001,22.042732,2633,123
SUMMER,2011,MAY,NO HOLIDAY,THU,WORKING DAY,GOOD,13.580849,44.4167,19.791263999999998,4433,124
SUMMER,2011,MAY,NO HOLIDAY,FRI,WORKING DAY,GOOD,14.520849000000002,59,15.292482,4608,125
SUMMER,2011,MAY,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,16.44,54.125,10.750150000000001,4714,126
SUMMER,2011,MAY,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,16.831651,63.1667,5.0007125,4333,127
SUMMER,2011,MAY,NO HOLIDAY,MON,WORKING DAY,GOOD,17.0275,58.875,11.792,4362,128
SUMMER,2011,MAY,NO HOLIDAY,TUE,WORKING DAY,GOOD,17.0275,48.9167,7.749956999999999,4803,129
SUMMER,2011,MAY,NO HOLIDAY,WED,WORKING DAY,GOOD,17.4975,63.29169999999999,8.083014,4182,130
SUMMER,2011,MAY,NO HOLIDAY,THU,WORKING DAY,GOOD,17.145000000000003,74.75,12.707689,4864,131
SUMMER,2011,MAY,NO HOLIDAY,FRI,WORKING DAY,MISTY,16.0875,86.33330000000001,12.041575,4105,132
SUMMER,2011,MAY,NO HOLIDAY,SAT,NO WORKING DAY,MISTY,16.479150999999998,92.25,9.041649999999999,3409,133
SUMMER,2011,MAY,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,18.4375,86.70830000000001,10.249593,4553,134
SUMMER,2011,MAY,NO HOLIDAY,MON,WORKING DAY,GOOD,19.142500000000002,78.79169999999999,8.500357000000001,3958,135
SUMMER,2011,MAY,NO HOLIDAY,TUE,WORKING DAY,MISTY,18.398349,83.7917,18.582718,4123,136
SUMMER,2011,MAY,NO HOLIDAY,WED,WORKING DAY,MISTY,17.85,87,13.499964,3855,137
SUMMER,2011,MAY,NO HOLIDAY,THU,WORKING DAY,MISTY,16.949151,82.9583,7.250271000000001,4575,138
SUMMER,2011,MAY,NO HOLIDAY,FRI,WORKING DAY,GOOD,17.223349,71.9583,8.375871,4917,139
SUMMER,2011,MAY,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,20.317500000000003,62.6667,8.083549999999999,5805,140
SUMMER,2011,MAY,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,20.395849000000002,74.9583,9.916536,4660,141
SUMMER,2011,MAY,NO HOLIDAY,MON,WORKING DAY,MISTY,21.688349,81,15.667413999999999,4274,142
SUMMER,2011,MAY,NO HOLIDAY,TUE,WORKING DAY,MISTY,23.020000000000003,74.0833,13.875164,4492,143
SUMMER,2011,MAY,NO HOLIDAY,WED,WORKING DAY,GOOD,23.059151,69.625,10.333611000000001,4978,144
SUMMER,2011,MAY,NO HOLIDAY,THU,WORKING DAY,GOOD,25.291651,67.75,13.376014,4677,145
SUMMER,2011,MAY,NO HOLIDAY,FRI,WORKING DAY,GOOD,24.038349000000004,65.375,16.125493,4679,146
SUMMER,2011,MAY,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,22.824151,72.9583,15.416164,4758,147
SUMMER,2011,MAY,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,23.3725,81.875,14.333846,4788,148
SUMMER,2011,MAY,HOLIDAY,MON,NO WORKING DAY,GOOD,26.466651,68.5,8.792075,4098,149
SUMMER,2011,MAY,NO HOLIDAY,TUE,WORKING DAY,GOOD,28.425000000000004,63.6667,7.459042999999999,3982,150
SUMMER,2011,JUN,NO HOLIDAY,WED,WORKING DAY,MISTY,27.915849,67.7083,13.875164,3974,151
SUMMER,2011,JUN,NO HOLIDAY,THU,WORKING DAY,GOOD,25.604999999999997,30.5,19.583229000000003,4968,152
SUMMER,2011,JUN,NO HOLIDAY,FRI,WORKING DAY,GOOD,21.14,35.4167,16.959107,5312,153
SUMMER,2011,JUN,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,21.845,45.625,8.250514,5342,154
SUMMER,2011,JUN,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,22.471651,65.25,9.292364000000001,4906,155
SUMMER,2011,JUN,NO HOLIDAY,MON,WORKING DAY,GOOD,23.881650999999998,60,8.167032,4548,156
SUMMER,2011,JUN,NO HOLIDAY,TUE,WORKING DAY,GOOD,25.252499999999998,59.791700000000006,12.583136,4833,157
SUMMER,2011,JUN,NO HOLIDAY,WED,WORKING DAY,GOOD,28.464151,62.20830000000001,9.166739,4401,158
SUMMER,2011,JUN,NO HOLIDAY,THU,WORKING DAY,MISTY,29.991650999999997,56.833299999999994,10.042161,3915,159
SUMMER,2011,JUN,NO HOLIDAY,FRI,WORKING DAY,GOOD,27.485,60.5,9.417118,4586,160
SUMMER,2011,JUN,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,26.074999999999996,65.45830000000001,10.374949999999998,4966,161
SUMMER,2011,JUN,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,24.5475,74.7917,10.958988999999999,4460,162
SUMMER,2011,JUN,NO HOLIDAY,MON,WORKING DAY,GOOD,21.845,49.4583,20.45845,5020,163
SUMMER,2011,JUN,NO HOLIDAY,TUE,WORKING DAY,GOOD,20.395849000000002,50.708299999999994,18.041961,4891,164
SUMMER,2011,JUN,NO HOLIDAY,WED,WORKING DAY,GOOD,21.453349,47.1667,11.250104,5180,165
SUMMER,2011,JUN,NO HOLIDAY,THU,WORKING DAY,MISTY,21.531651,68.8333,13.833556999999999,3767,166
SUMMER,2011,JUN,NO HOLIDAY,FRI,WORKING DAY,GOOD,22.510849000000004,73.5833,9.582942999999998,4844,167
SUMMER,2011,JUN,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,24.743349000000002,67.0417,8.000336,5119,168
SUMMER,2011,JUN,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,24.860849,66.6667,6.834,4744,169
SUMMER,2011,JUN,NO HOLIDAY,MON,WORKING DAY,MISTY,21.845,74.625,10.416825,4010,170
FALL,2011,JUN,NO HOLIDAY,TUE,WORKING DAY,MISTY,23.999151,77.0417,11.458675000000001,4835,171
FALL,2011,JUN,NO HOLIDAY,WED,WORKING DAY,GOOD,26.466651,70.75,11.541554,4507,172
FALL,2011,JUN,NO HOLIDAY,THU,WORKING DAY,MISTY,26.231651,70.3333,15.999868,4790,173
FALL,2011,JUN,NO HOLIDAY,FRI,WORKING DAY,GOOD,26.035849,57.3333,14.875675,4991,174
FALL,2011,JUN,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,24.665,48.3333,14.041257,5202,175
FALL,2011,JUN,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,23.96,51.3333,6.3337311,5305,176
FALL,2011,JUN,NO HOLIDAY,MON,WORKING DAY,MISTY,24.0775,65.8333,7.2083960000000005,4708,177
FALL,2011,JUN,NO HOLIDAY,TUE,WORKING DAY,GOOD,26.975849000000004,63.416700000000006,9.666960999999999,4648,178
FALL,2011,JUN,NO HOLIDAY,WED,WORKING DAY,GOOD,26.231651,49.7917,17.542007,5225,179
FALL,2011,JUN,NO HOLIDAY,THU,WORKING DAY,GOOD,24.743349000000002,43.416700000000006,12.415904000000001,5515,180
FALL,2011,JUL,NO HOLIDAY,FRI,WORKING DAY,GOOD,25.957500000000003,39.625,6.874736,5362,181
FALL,2011,JUL,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,26.701651,44.4583,7.709154,5119,182
FALL,2011,JUL,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,25.683349,68.25,15.333486,4649,183
FALL,2011,JUL,HOLIDAY,MON,NO WORKING DAY,MISTY,26.153349,63.7917,5.4591064000000005,6043,184
FALL,2011,JUL,NO HOLIDAY,TUE,WORKING DAY,GOOD,27.093348999999996,59.0417,8.459286,4665,185
FALL,2011,JUL,NO HOLIDAY,WED,WORKING DAY,GOOD,25.839999999999996,74.33330000000001,10.042161,4629,186
FALL,2011,JUL,NO HOLIDAY,THU,WORKING DAY,GOOD,27.25,65.125,10.666400000000001,4592,187
FALL,2011,JUL,NO HOLIDAY,FRI,WORKING DAY,MISTY,25.330849,75.79169999999999,15.083643,4040,188
FALL,2011,JUL,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,26.466651,60.9167,11.250104,5336,189
FALL,2011,JUL,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,27.1325,57.8333,12.292557,4881,190
FALL,2011,JUL,NO HOLIDAY,MON,WORKING DAY,GOOD,27.8375,63.5833,18.916579,4086,191
FALL,2011,JUL,NO HOLIDAY,TUE,WORKING DAY,GOOD,29.325848999999998,55.9167,13.417017999999999,4258,192
FALL,2011,JUL,NO HOLIDAY,WED,WORKING DAY,GOOD,27.093348999999996,63.1667,9.790911000000001,4342,193
FALL,2011,JUL,NO HOLIDAY,THU,WORKING DAY,GOOD,23.999151,47.625,16.124689,5084,194
FALL,2011,JUL,NO HOLIDAY,FRI,WORKING DAY,GOOD,23.176650999999996,59.12500000000001,12.249811,5538,195
FALL,2011,JUL,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,24.273349000000003,58.5,13.958914,5923,196
FALL,2011,JUL,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,25.800849,60.4167,16.417211000000002,5302,197
FALL,2011,JUL,NO HOLIDAY,MON,WORKING DAY,GOOD,27.093348999999996,65.125,14.458867999999999,4458,198
FALL,2011,JUL,NO HOLIDAY,TUE,WORKING DAY,GOOD,28.503349,65.0417,8.7502,4541,199
FALL,2011,JUL,NO HOLIDAY,WED,WORKING DAY,GOOD,28.111651000000002,70.70830000000001,7.625739,4332,200
FALL,2011,JUL,NO HOLIDAY,THU,WORKING DAY,MISTY,30.305,69.125,14.875407,3784,201
FALL,2011,JUL,NO HOLIDAY,FRI,WORKING DAY,GOOD,31.871651,58.0417,8.9177,3387,202
FALL,2011,JUL,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,31.910849,50,8.791807,3285,203
FALL,2011,JUL,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,31.009999999999998,55.0833,11.334456999999999,3606,204
FALL,2011,JUL,NO HOLIDAY,MON,WORKING DAY,GOOD,26.936650999999998,75.7083,6.0841560999999995,3840,205
FALL,2011,JUL,NO HOLIDAY,TUE,WORKING DAY,GOOD,28.268349,54.0833,13.417285999999999,4590,206
FALL,2011,JUL,NO HOLIDAY,WED,WORKING DAY,GOOD,28.425000000000004,40.291700000000006,12.292020999999998,4656,207
FALL,2011,JUL,NO HOLIDAY,THU,WORKING DAY,GOOD,28.620849,58.3333,11.958093,4390,208
FALL,2011,JUL,NO HOLIDAY,FRI,WORKING DAY,GOOD,31.401651,54.25,11.667245999999999,3846,209
FALL,2011,JUL,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,29.795848999999997,46.5833,11.291979,4475,210
FALL,2011,JUL,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,29.874150999999998,48.0833,11.042470999999999,4302,211
FALL,2011,AUG,NO HOLIDAY,MON,WORKING DAY,GOOD,28.268349,55.0833,10.500039,4266,212
FALL,2011,AUG,NO HOLIDAY,TUE,WORKING DAY,GOOD,28.816651,49.125,13.79195,4845,213
FALL,2011,AUG,NO HOLIDAY,WED,WORKING DAY,MISTY,26.388348999999998,65.75,9.084061,3574,214
FALL,2011,AUG,NO HOLIDAY,THU,WORKING DAY,MISTY,25.369999999999997,75.75,13.20905,4576,215
FALL,2011,AUG,NO HOLIDAY,FRI,WORKING DAY,GOOD,25.409151,63.083299999999994,12.374632,4866,216
FALL,2011,AUG,NO HOLIDAY,SAT,NO WORKING DAY,MISTY,25.683349,75.5,15.29275,4294,217
FALL,2011,AUG,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,26.8975,75.29169999999999,13.499629,3785,218
FALL,2011,AUG,NO HOLIDAY,MON,WORKING DAY,GOOD,27.955,59.2083,12.875725000000001,4326,219
FALL,2011,AUG,NO HOLIDAY,TUE,WORKING DAY,GOOD,28.425000000000004,57.04169999999999,10.125107,4602,220
FALL,2011,AUG,NO HOLIDAY,WED,WORKING DAY,GOOD,28.033349,42.4167,13.417285999999999,4780,221
FALL,2011,AUG,NO HOLIDAY,THU,WORKING DAY,GOOD,25.722500000000004,42.375,11.041332,4792,222
